miRNA	transcript	r	p.value	number_of_cell_line	m_min	m_median	m_max	m_mean	t_min	t_median	t_max	t_mean
hsa-mir-7112	BOP1	0.245	0.00596	125	0	0	2.222621	0.220072649484536	0.55716	48.699492	193.108989	55.3528690412371
hsa-mir-7113	NDUFS8	0.0942	0.558	41	0	0	3.01895	0.0587269862542955	6.650173	131.777079	537.371154	137.593112292096
hsa-mir-7114	NSMF	-0.176	0.199	55	0	0	4.400853	0.108329439862543	2.797747	32.30151	511.723625	39.6782794329897
hsa-mir-7150	DENND1A	NA	NA	NA	0	0	0.372743	0.00128090378006873	2.462211	13.813556	44.549967	14.8775115051546
hsa-mir-7151	CTNNA3	-0.207	0.301	27	0	0	2.305497	0.0474296701030928	0	0.01111	0.800444	0.0379368178694158
hsa-mir-7152	CDH23	0.308	0.306	13	0	0	1.125157	0.0203712233676976	0	0.022139	0.574773	0.0472241030927835
hsa-mir-7156	ST6GALNAC5	0.24	0.00127	178	0	0.21857	3.237123	0.327272869415808	0	0.811902	16.419856	1.41742391408935
hsa-mir-7157	LRP1B	NA	NA	NA	0	0	0.325128	0.00148452233676976	0	0.002016	2.847294	0.0165191340206186
hsa-mir-7158	SILC1	NA	NA	NA	0	0	0	0	0	0	0.721243	0.00715661855670103
hsa-mir-7159	AL138889.1	NA	NA	NA	0	0	0	0	0	0	0.184856	0.00367349140893471
hsa-mir-7160	MYOM2	-0.242	0.694	5	0	0	0.766002	0.00665541924398625	0	0.080737	3.409579	0.142445072164948
hsa-mir-7161	TMEM181	-0.0308	0.858	36	0	0	0.914869	0.0410572027491409	1.733803	16.924365	43.22791	17.6041236357388
hsa-mir-7162	MTPAP	NA	NA	NA	0	0	0	0	0	0.39929	3.856244	0.611315481099656
hsa-mir-744	MAP2K4	0.19	0.00139	281	6.276046	30.32518	315.3945	40.7650339690722	0.325964	8.102644	19.936323	8.32399218556701
hsa-mir-7515	AC097517.1	NA	NA	NA	0	0	0	0	0	0	0.072976	0.000757659793814433
hsa-mir-758	MEG8	0.151	0.904	3	0	16.52088	392.0633	19.7812546460481	0	0	0.032764	0.00018726116838488
hsa-mir-761	NRDC	NA	NA	NA	0	0	0	0	6.894158	33.76035	71.249226	34.4158081065292
hsa-mir-762	MIR762HG	NA	NA	NA	0	0	0.219321	0.00135271821305842	0.205981	1.461434	5.875964	1.69373821305842
hsa-mir-764	HTR2C	NA	NA	NA	0	0	0	0	0	0	1.514876	0.0359622920962199
hsa-mir-7641-2	FLVCR2	0.0432	0.638	121	0	0	19.07036	0.515862288659794	0.077355	1.579235	27.831175	2.35137931271478
hsa-mir-765	ARHGEF11	0.0169	0.848	131	0	0	1.509845	0.18058495532646	1.534051	11.833401	29.79735	12.2226540378007
hsa-mir-766	SEPTIN6	0.303	4.18e-07	269	0.657079	5.423586	244.5349	10.8273164089347	0.8664	8.492702	57.164743	9.7800801580756
hsa-mir-767	GABRA3	0.836	5.34e-37	137	0	0.26313	204.4843	8.55334957044674	0	0.009217	6.463417	0.236190089347079
hsa-mir-769	CCDC61	0.082	0.563	52	4.274702	25.82934	115.9156	29.9138731168385	0	0	0.585889	0.0464320137457045
hsa-mir-770	AL117190.1	0.329	0.671	4	0	0	3.510505	0.0755418384879725	0	0	0.202165	0.00532416494845361
hsa-mir-770	MEG3	-0.116	0.403	54	0	0	3.510505	0.0755418384879725	0.105961	2.765716	56.394213	4.47129925085911
hsa-mir-7702	AL162414.1	0.142	0.283	59	0	0.528341	85.26151	1.82934381443299	0	0	1.103291	0.0226783505154639
hsa-mir-7703	PSME2	0.0385	0.849	27	0	0	0.756275	0.0262561718213058	18.665732	254.657636	1143.565035	288.71704609622
hsa-mir-7704	HOXD1	-0.514	0.193	8	0	0	0.313375	0.00562591065292096	0	0.384349	8.362173	0.980742886597938
hsa-mir-7705	PABPC1	-0.00461	0.943	243	0	0.802966	14.81238	1.14472959793814	46.857293	759.410556	2113.518198	815.650249116838
hsa-mir-7706	AKAP13	0.156	0.0101	272	0	1.787997	43.88112	2.79628234364261	0.163637	2.93136	31.75693	3.85100360824742
hsa-mir-7843	RGS6	NA	NA	NA	0	0	0.25927	0.00144482130584192	0	0.070513	1.526881	0.166434391752577
hsa-mir-7844	TMCC3	0.227	0.0125	121	0	0	3.349674	0.216374756013746	0.285675	4.382382	40.577367	5.62609543298969
hsa-mir-7845	MYOSLID	-0.258	0.0794	47	0	0	3.458245	0.145008945017182	0	0	0.522393	0.0238653986254296
hsa-mir-7846	TNFRSF1B	0.0167	0.839	150	0	0.122064	6.238647	0.282524147766323	2.226265	23.990763	110.102362	25.8498270996564
hsa-mir-7847	LSP1	NA	NA	NA	0	0	0.394389	0.00209649828178694	1.844792	20.105562	691.561475	31.8498200068729
hsa-mir-7848	SLA	0.362	0.275	11	0	0	0.520717	0.00931194158075601	0.269536	3.389403	45.805434	5.21816893814433
hsa-mir-7851	ZCRB1	-0.351	0.32	10	0	0	0.621684	0.00957525429553265	7.496889	49.540587	110.699938	49.3629131065292
hsa-mir-7853	F13A1	NA	NA	NA	0	0	0.306301	0.00154313402061856	0.011972	1.895538	116.662658	5.38340235738832
hsa-mir-7854	CMIP	0.0414	0.556	204	0	0.294182	6.244114	0.48340164604811	0.081744	14.36295	44.851021	14.961537395189
hsa-mir-7855	SPTB	NA	NA	NA	0	0	0	0	0	0.126064	2.726494	0.206311900343643
hsa-mir-7856	ODF2L	NA	NA	NA	0	0	0.060347	0.000207378006872852	0.757355	6.235158	24.966614	6.72789916151203
hsa-mir-7973-2	CYP19A1	NA	NA	NA	0	0	0.182827	0.00062827147766323	0	0.092323	2.307394	0.16036404467354
hsa-mir-7974	AC008481.3	0.0432	0.786	42	0	0.750941	16.94419	1.50976750859107	0	0	0.210095	0.0106312611683849
hsa-mir-7974	ZNF653	0.0265	0.687	235	0	0.750941	16.94419	1.50976750859107	0	2.938255	6.497562	2.95807662199313
hsa-mir-7976	TPRA1	-0.123	0.165	129	0	0	2.807209	0.195891164948454	0	6.993149	17.25245	7.07237105841924
hsa-mir-7978	KCNIP4	0.668	0.332	4	0	0	0.935736	0.00911312027491409	0	0	0.894144	0.0435459862542955
hsa-mir-8055	MCPH1-AS1	NA	NA	NA	0	0	0	0	0	0.090299	1.587113	0.137104515463918
hsa-mir-8057	KCTD1	NA	NA	NA	0	0	0	0	0	0	9.700311	0.317823357388316
hsa-mir-8058	CDH13	NA	NA	NA	0	0	0.367271	0.00126209965635739	0.16131	3.648546	45.275175	4.7873703024055
hsa-mir-8061	LILRB4	NA	NA	NA	0	0	0	0	0	0.048478	2.724495	0.125730621993127
hsa-mir-8063	MEIS2	NA	NA	NA	0	0	0	0	0.047992	1.464109	21.594797	2.36537356701031
hsa-mir-8064	STIMATE	NA	NA	NA	0	0	0	0	0.734376	3.882365	10.193623	4.11314340549828
hsa-mir-8064	STIMATE-MUSTN1	NA	NA	NA	0	0	0	0	0	0	1.995885	0.179027467353952
hsa-mir-8065	RBFOX1	NA	NA	NA	0	0	0	0	0	0.036003	0.9254	0.0779755635738832
hsa-mir-8066	PPP3CA	NA	NA	NA	0	0	0	0	1.890607	13.451054	45.15394	14.5848735154639
hsa-mir-8069-1	FP475955.1	NA	NA	NA	0	0	0	0	0	0	0.219294	0.0139231821305842
hsa-mir-8070	AC104383.1	NA	NA	NA	0	0	0.287579	0.000988243986254295	0	0	1.683167	0.125712257731959
hsa-mir-8072	SBNO1	0.0868	0.506	61	0	0	3.569185	0.221001206185567	0	0	5.338654	0.672825446735395
hsa-mir-8073	COL4A2	NA	NA	NA	0	0	0	0	1.984261	39.518456	775.973663	54.5391998006873
hsa-mir-8075	CUL4A	NA	NA	NA	0	0	0.499831	0.0017176323024055	5.87245	40.317045	117.029268	44.6646490584192
hsa-mir-8076	AC112128.1	NA	NA	NA	0	0	0	0	0.035923	0.455132	1.854174	0.527314560137457
hsa-mir-8076	CFAP44	NA	NA	NA	0	0	0	0	0.014374	0.583115	10.009728	0.760993687285223
hsa-mir-8077	MEGF8	NA	NA	NA	0	0	0.169317	0.00109998969072165	0.200264	3.936968	16.774125	4.25180683848797
hsa-mir-8081	LINC01505	NA	NA	NA	0	0	0	0	0	0	0.795427	0.0213706907216495
hsa-mir-8082	ANK2	NA	NA	NA	0	0	0.117169	0.000402642611683849	0	0.115136	2.310334	0.242807958762887
hsa-mir-8085	BCL3	-0.34	0.456	7	0	0	0.297081	0.00439802405498282	0.96861	44.471947	142.524184	45.746302137457
hsa-mir-8086	MPP7	NA	NA	NA	0	0	0	0	0	0	0.081201	0.000279041237113402
hsa-mir-8485	NRXN1	NA	NA	NA	0	0	0	0	0	0	2.351804	0.0603257388316151
hsa-mir-874	KLHL3	0.611	3.97e-29	271	1.082651	19.0096	210.0495	26.2639149450172	0.020225	0.994071	5.754125	1.19910424742268
hsa-mir-877	ABCF1	0.0317	0.607	267	0	1.89766	19.62317	2.89960419587629	4.591415	34.851925	70.655216	35.1464215223368
hsa-mir-885	ATP2B2	0.168	0.239	51	0	0	17.61129	0.31143993814433	0	0.005002	1.306479	0.0159748728522337
hsa-mir-887	FBXL7	0.127	0.0363	272	0	1.946036	17.61129	2.5018754742268	0.063204	1.259846	16.608433	1.75446907216495
hsa-mir-889	MIR381HG	0.898	0.102	4	0	14.86159	322.4826	16.8661655670103	0	0	0.201138	0.00159657731958763
hsa-mir-9-1	MIR9-1HG	0.241	0.00251	155	1.869073	64.19833	4773.448	153.241097120275	0	0.016474	5.879572	0.148149474226804
hsa-mir-9-2	LINC00461	0.323	1.26e-05	175	1.869073	63.80634	4723.81	153.160978460481	0	0.011224	0.706377	0.0287159003436426
hsa-mir-9-3	MIR9-3HG	0.263	0.000502	172	5.60722	63.76229	4761.594	153.005016508591	0	0.021242	1.217158	0.0540089140893471
hsa-mir-921	AL596087.3	NA	NA	NA	0	0	0.224469	0.000771371134020619	0	0	1.183904	0.0140522749140893
hsa-mir-921	FAM78B	NA	NA	NA	0	0	0.224469	0.000771371134020619	0.06712	0.644217	4.475161	0.838364982817869
hsa-mir-922	RUBCN	0.196	0.709	6	0	0	0.525226	0.0068642439862543	0.540212	2.771613	10.219585	2.96832026116838
hsa-mir-924	MIR924HG	NA	NA	NA	0	0	0	0	0	0.953283	9.127964	1.25983427147766
hsa-mir-92a-1	MIR17HG	0.375	1.07e-10	278	979.908	10744.32	71118.09	13774.0773573883	0	0.434111	22.88911	0.699441048109966
hsa-mir-92a-2	AC002407.1	0.176	0.389	26	917.8114	9955.41	63054.74	12706.839262543	0	0	0.100323	0.00109115120274914
hsa-mir-92b	THBS3-AS1	0.281	3.57e-05	210	9.691909	57.61752	950.5843	93.247731233677	0	0.048606	0.590979	0.0740108487972509
hsa-mir-93	MCM7	0.292	9.03e-07	274	608.5954	5255.992	28379.28	6392.56380137457	7.196918	112.79431	283.709424	116.915705621993
hsa-mir-933	ATF2	-0.606	0.278	5	0	0	1.275246	0.00880913745704467	1.638806	11.361555	33.055026	11.9711517079038
hsa-mir-934	VGLL1	0.67	8.9e-09	58	0	0	10.29638	0.189956109965636	0	0.028303	27.271403	0.442538189003436
hsa-mir-935	CACNG8	0.595	8.83e-28	276	0	3.654334	193.3953	9.71421962199313	0	0.059189	1.636274	0.135205790378007
hsa-mir-936	COL17A1	-0.185	0.565	12	0	0	1.460321	0.0177663436426117	0	15.923997	341.059009	26.204733532646
hsa-mir-937	SCRIB	0.338	1.84e-08	263	0	2.056752	37.1037	3.58929128865979	0.456803	26.770646	115.888508	28.6748638831615
hsa-mir-938	SVIL	-0.337	0.0639	31	0	0	0.626751	0.0248061855670103	1.172013	12.723376	78.345377	14.665059371134
hsa-mir-939	CPSF1	0.198	0.00125	262	0	1.280776	7.301604	1.60280091408935	1.868541	55.678671	220.051725	62.5512371065292
hsa-mir-940	AC009065.4	0.144	0.0157	280	0	2.797578	38.14073	4.0562502233677	0	1.557181	8.149215	1.76820140549828
hsa-mir-941-1	DNAJC5	0.266	0.61	6	0	0	0.934537	0.00915218900343643	2.679518	29.96513	89.02743	33.225895532646
hsa-mir-941-1	MIR941-2	NA	NA	NA	0	0	0.934537	0.00915218900343643	0	0	0.434169	0.00460710652920962
hsa-mir-941-2	DNAJC5	NA	NA	NA	0	0	0	0	2.679518	29.96513	89.02743	33.225895532646
hsa-mir-941-2	MIR941-1	NA	NA	NA	0	0	0	0	0	0	6.561518	0.0781419003436426
hsa-mir-941-2	MIR941-3	NA	NA	NA	0	0	0	0	0	0	0.434169	0.00460710652920962
hsa-mir-941-3	DNAJC5	NA	NA	NA	0	0	0	0	2.679518	29.96513	89.02743	33.225895532646
hsa-mir-941-3	MIR941-2	NA	NA	NA	0	0	0	0	0	0	0.434169	0.00460710652920962
hsa-mir-941-4	DNAJC5	NA	NA	NA	0	0	0	0	2.679518	29.96513	89.02743	33.225895532646
hsa-mir-941-5	DNAJC5	NA	NA	NA	0	0	0	0	2.679518	29.96513	89.02743	33.225895532646
hsa-mir-942	TTF2	0.327	2.63e-08	277	0.36208	10.04962	103.6761	12.9277365738832	0.997434	5.848109	13.868385	6.03443008934708
hsa-mir-943	NELFA	-0.124	0.412	46	0	0	1.55253	0.0636365979381443	2.706186	27.972253	61.103153	27.7520389347079
hsa-mir-944	TP63	0.278	0.000255	169	0	0.213735	131.1346	0.985578309278351	0	0.052432	31.074033	0.272259182130584
hsa-mir-95	ABLIM2	0.544	7.61e-23	279	0	11.12374	76.66575	13.91597204811	0.065778	3.819642	21.542244	4.67599308247423
hsa-mir-98	HUWE1	-0.144	0.0185	267	1.509475	46.95689	223.5862	54.9506750034364	0.505815	13.697155	65.843107	15.2413719381443
hsa-mir-99a	MIR99AHG	0.686	5.05e-38	264	3.708773	92.85524	11901.93	166.128808285223	0	0.400184	50.913436	0.943476405498282
hsa-mir-99b	SPACA6	-0.336	0.0809	28	3499.684	11205.01	176453.1	16017.5170309278	0	0	0.173767	0.0079209587628866
